n_node,n_hop,total,bad,loop,no_path
300,4,89700,15141,1388,13753
300,4,89700,41112,495,40617
300,4,89700,25711,2558,23153
300,4,89700,41731,3124,38607
300,4,89700,38611,3022,35589
300,4,89700,42807,1783,41024
300,4,89700,17015,599,16416
300,4,89700,27432,1563,25869
300,4,89700,24321,2062,22259
300,4,89700,32588,3592,28996
300,4,89700,14144,889,13255
