n_node,n_hop,total,bad,loop,no_path
1000,4,999000,0,0,0
1000,4,999000,0,0,0
1000,4,999000,0,0,0
1000,4,999000,0,0,0
1000,4,999000,13,1,12
1000,4,999000,0,0,0
1000,4,999000,60,46,14
1000,4,999000,14,6,8
1000,4,999000,0,0,0
1000,4,999000,0,0,0
1000,4,999000,0,0,0
